multiplier_name,strat_a,strat_b,repetition,total_a,total_b,coop_rate_a,coop_rate_b,rounds
"Power(100,0.5)",Random,TfT,94,1323.6599665040496,1306.500047092429,0.445,0.45,200
"Power(100,0.5)",Random,SuspiciousTfT,94,1313.394501207884,1301.235039472332,0.445,0.445,200
"Power(100,0.5)",Random,TFT2,94,1962.127739747172,1167.2514028272703,0.445,0.68,200
"Power(100,0.5)",Random,Grim,94,299.73430828446203,1479.7705288585303,0.445,0.005,200
"Power(100,0.5)",Random,GenerousTfT,94,1521.570227821079,1293.54009435992,0.445,0.525,200
"Power(100,0.5)",Random,ContriteTfT,94,1323.6599665040496,1306.500047092429,0.445,0.45,200
"Power(100,0.5)",Random,Pavlov,94,1470.2000947504957,1302.3142954983746,0.445,0.485,200
"Power(100,0.5)",TfT,AllC,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,AllD,94,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",TfT,Random,94,1306.500047092429,1323.6599665040496,0.45,0.445,200
"Power(100,0.5)",TfT,TfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,SuspiciousTfT,94,1742.8368587068849,1730.3930543231104,0.5,0.5,200
"Power(100,0.5)",TfT,TFT2,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,Grim,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,GenerousTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,ContriteTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,Pavlov,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",SuspiciousTfT,AllC,94,2378.7201943957366,2373.7201943957366,0.995,1.0,200
"Power(100,0.5)",SuspiciousTfT,AllD,94,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",SuspiciousTfT,Random,94,1301.235039472332,1313.394501207884,0.445,0.445,200
"Power(100,0.5)",SuspiciousTfT,TfT,94,1730.3930543231104,1742.8368587068849,0.5,0.5,200
"Power(100,0.5)",SuspiciousTfT,SuspiciousTfT,94,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",SuspiciousTfT,TFT2,94,2378.7201943957366,2373.7201943957366,0.995,1.0,200
"Power(100,0.5)",SuspiciousTfT,Grim,94,407.1989204156197,407.3223957985995,0.005,0.005,200
"Power(100,0.5)",SuspiciousTfT,GenerousTfT,94,2358.3313834511196,2352.9606545623415,0.98,0.985,200
"Power(100,0.5)",SuspiciousTfT,ContriteTfT,94,1730.3930543231104,1742.8368587068849,0.5,0.5,200
"Power(100,0.5)",SuspiciousTfT,Pavlov,94,1191.777663121908,1200.1104071055206,0.335,0.335,200
"Power(100,0.5)",TFT2,AllC,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,AllD,94,402.1989204156197,412.3223957985995,0.01,0.0,200
"Power(100,0.5)",TFT2,Random,94,1167.2514028272703,1962.127739747172,0.68,0.445,200
"Power(100,0.5)",TFT2,TfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,SuspiciousTfT,94,2373.7201943957366,2378.7201943957366,1.0,0.995,200
"Power(100,0.5)",TFT2,TFT2,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,Grim,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,GenerousTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,ContriteTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,Pavlov,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,AllC,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,AllD,94,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",Grim,Random,94,1479.7705288585303,299.73430828446203,0.005,0.445,200
"Power(100,0.5)",Grim,TfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,SuspiciousTfT,94,407.3223957985995,407.1989204156197,0.005,0.005,200
"Power(100,0.5)",Grim,TFT2,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,Grim,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,GenerousTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,ContriteTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,Pavlov,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,AllC,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,AllD,94,398.861458018642,604.4208401211007,0.11,0.0,200
"Power(100,0.5)",GenerousTfT,Random,94,1293.54009435992,1521.570227821079,0.525,0.445,200
"Power(100,0.5)",GenerousTfT,TfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,SuspiciousTfT,94,2352.9606545623415,2358.3313834511196,0.985,0.98,200
"Power(100,0.5)",GenerousTfT,TFT2,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,Grim,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,GenerousTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,ContriteTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,Pavlov,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,AllC,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,AllD,94,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",ContriteTfT,Random,94,1306.500047092429,1323.6599665040496,0.45,0.445,200
"Power(100,0.5)",ContriteTfT,TfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,SuspiciousTfT,94,1742.8368587068849,1730.3930543231104,0.5,0.5,200
"Power(100,0.5)",ContriteTfT,TFT2,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,Grim,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,GenerousTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,ContriteTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,Pavlov,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,AllC,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,AllD,94,274.77984416827394,1636.2461530657386,0.5,0.0,200
"Power(100,0.5)",Pavlov,Random,94,1302.3142954983746,1470.2000947504957,0.485,0.445,200
"Power(100,0.5)",Pavlov,TfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,SuspiciousTfT,94,1200.1104071055206,1191.777663121908,0.335,0.335,200
"Power(100,0.5)",Pavlov,TFT2,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,Grim,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,GenerousTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,ContriteTfT,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,Pavlov,94,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,AllD,95,0.0,3473.2299130299957,1.0,0.0,200
"Power(100,0.5)",AllC,Random,95,986.8747010623256,3034.1921641462204,1.0,0.445,200
"Power(100,0.5)",AllC,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,SuspiciousTfT,95,2373.7201943957366,2378.7201943957366,1.0,0.995,200
"Power(100,0.5)",AllC,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllD,AllC,95,3473.2299130299957,0.0,0.0,1.0,200
"Power(100,0.5)",AllD,AllD,95,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",AllD,Random,95,1472.5439355481853,294.1039446313677,0.0,0.445,200
"Power(100,0.5)",AllD,TfT,95,405.29688776614455,400.29688776614455,0.0,0.005,200
"Power(100,0.5)",AllD,SuspiciousTfT,95,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",AllD,TFT2,95,412.3223957985995,402.1989204156197,0.0,0.01,200
"Power(100,0.5)",AllD,Grim,95,405.29688776614455,400.29688776614455,0.0,0.005,200
"Power(100,0.5)",AllD,GenerousTfT,95,604.4208401211007,398.861458018642,0.0,0.11,200
"Power(100,0.5)",AllD,ContriteTfT,95,405.29688776614455,400.29688776614455,0.0,0.005,200
"Power(100,0.5)",AllD,Pavlov,95,1636.2461530657386,274.77984416827394,0.0,0.5,200
"Power(100,0.5)",Random,AllC,95,3034.1921641462204,986.8747010623256,0.445,1.0,200
"Power(100,0.5)",Random,AllD,95,294.1039446313677,1472.5439355481853,0.445,0.0,200
"Power(100,0.5)",Random,Random,95,1083.5198569994977,1083.5198569994977,0.445,0.445,200
"Power(100,0.5)",Random,TfT,95,1323.6599665040496,1306.500047092429,0.445,0.45,200
"Power(100,0.5)",Random,SuspiciousTfT,95,1313.394501207884,1301.235039472332,0.445,0.445,200
"Power(100,0.5)",Random,TFT2,95,1962.127739747172,1167.2514028272703,0.445,0.68,200
"Power(100,0.5)",Random,Grim,95,299.73430828446203,1479.7705288585303,0.445,0.005,200
"Power(100,0.5)",Random,GenerousTfT,95,1521.570227821079,1293.54009435992,0.445,0.525,200
"Power(100,0.5)",Random,ContriteTfT,95,1323.6599665040496,1306.500047092429,0.445,0.45,200
"Power(100,0.5)",Random,Pavlov,95,1470.2000947504957,1302.3142954983746,0.445,0.485,200
"Power(100,0.5)",TfT,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,AllD,95,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",TfT,Random,95,1306.500047092429,1323.6599665040496,0.45,0.445,200
"Power(100,0.5)",TfT,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,SuspiciousTfT,95,1742.8368587068849,1730.3930543231104,0.5,0.5,200
"Power(100,0.5)",TfT,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",SuspiciousTfT,AllC,95,2378.7201943957366,2373.7201943957366,0.995,1.0,200
"Power(100,0.5)",SuspiciousTfT,AllD,95,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",SuspiciousTfT,Random,95,1301.235039472332,1313.394501207884,0.445,0.445,200
"Power(100,0.5)",SuspiciousTfT,TfT,95,1730.3930543231104,1742.8368587068849,0.5,0.5,200
"Power(100,0.5)",SuspiciousTfT,SuspiciousTfT,95,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",SuspiciousTfT,TFT2,95,2378.7201943957366,2373.7201943957366,0.995,1.0,200
"Power(100,0.5)",SuspiciousTfT,Grim,95,407.1989204156197,407.3223957985995,0.005,0.005,200
"Power(100,0.5)",SuspiciousTfT,GenerousTfT,95,2358.3313834511196,2352.9606545623415,0.98,0.985,200
"Power(100,0.5)",SuspiciousTfT,ContriteTfT,95,1730.3930543231104,1742.8368587068849,0.5,0.5,200
"Power(100,0.5)",SuspiciousTfT,Pavlov,95,1191.777663121908,1200.1104071055206,0.335,0.335,200
"Power(100,0.5)",TFT2,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,AllD,95,402.1989204156197,412.3223957985995,0.01,0.0,200
"Power(100,0.5)",TFT2,Random,95,1167.2514028272703,1962.127739747172,0.68,0.445,200
"Power(100,0.5)",TFT2,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,SuspiciousTfT,95,2373.7201943957366,2378.7201943957366,1.0,0.995,200
"Power(100,0.5)",TFT2,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,AllD,95,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",Grim,Random,95,1479.7705288585303,299.73430828446203,0.005,0.445,200
"Power(100,0.5)",Grim,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,SuspiciousTfT,95,407.3223957985995,407.1989204156197,0.005,0.005,200
"Power(100,0.5)",Grim,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,AllD,95,398.861458018642,604.4208401211007,0.11,0.0,200
"Power(100,0.5)",GenerousTfT,Random,95,1293.54009435992,1521.570227821079,0.525,0.445,200
"Power(100,0.5)",GenerousTfT,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,SuspiciousTfT,95,2352.9606545623415,2358.3313834511196,0.985,0.98,200
"Power(100,0.5)",GenerousTfT,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,AllD,95,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",ContriteTfT,Random,95,1306.500047092429,1323.6599665040496,0.45,0.445,200
"Power(100,0.5)",ContriteTfT,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,SuspiciousTfT,95,1742.8368587068849,1730.3930543231104,0.5,0.5,200
"Power(100,0.5)",ContriteTfT,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,AllC,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,AllD,95,274.77984416827394,1636.2461530657386,0.5,0.0,200
"Power(100,0.5)",Pavlov,Random,95,1302.3142954983746,1470.2000947504957,0.485,0.445,200
"Power(100,0.5)",Pavlov,TfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,SuspiciousTfT,95,1200.1104071055206,1191.777663121908,0.335,0.335,200
"Power(100,0.5)",Pavlov,TFT2,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,Grim,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,GenerousTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,ContriteTfT,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,Pavlov,95,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,AllD,96,0.0,3473.2299130299957,1.0,0.0,200
"Power(100,0.5)",AllC,Random,96,986.8747010623256,3034.1921641462204,1.0,0.445,200
"Power(100,0.5)",AllC,TfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,SuspiciousTfT,96,2373.7201943957366,2378.7201943957366,1.0,0.995,200
"Power(100,0.5)",AllC,TFT2,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,Grim,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,GenerousTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,ContriteTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllC,Pavlov,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",AllD,AllC,96,3473.2299130299957,0.0,0.0,1.0,200
"Power(100,0.5)",AllD,AllD,96,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",AllD,Random,96,1472.5439355481853,294.1039446313677,0.0,0.445,200
"Power(100,0.5)",AllD,TfT,96,405.29688776614455,400.29688776614455,0.0,0.005,200
"Power(100,0.5)",AllD,SuspiciousTfT,96,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",AllD,TFT2,96,412.3223957985995,402.1989204156197,0.0,0.01,200
"Power(100,0.5)",AllD,Grim,96,405.29688776614455,400.29688776614455,0.0,0.005,200
"Power(100,0.5)",AllD,GenerousTfT,96,604.4208401211007,398.861458018642,0.0,0.11,200
"Power(100,0.5)",AllD,ContriteTfT,96,405.29688776614455,400.29688776614455,0.0,0.005,200
"Power(100,0.5)",AllD,Pavlov,96,1636.2461530657386,274.77984416827394,0.0,0.5,200
"Power(100,0.5)",Random,AllC,96,3034.1921641462204,986.8747010623256,0.445,1.0,200
"Power(100,0.5)",Random,AllD,96,294.1039446313677,1472.5439355481853,0.445,0.0,200
"Power(100,0.5)",Random,Random,96,1083.5198569994977,1083.5198569994977,0.445,0.445,200
"Power(100,0.5)",Random,TfT,96,1323.6599665040496,1306.500047092429,0.445,0.45,200
"Power(100,0.5)",Random,SuspiciousTfT,96,1313.394501207884,1301.235039472332,0.445,0.445,200
"Power(100,0.5)",Random,TFT2,96,1962.127739747172,1167.2514028272703,0.445,0.68,200
"Power(100,0.5)",Random,Grim,96,299.73430828446203,1479.7705288585303,0.445,0.005,200
"Power(100,0.5)",Random,GenerousTfT,96,1521.570227821079,1293.54009435992,0.445,0.525,200
"Power(100,0.5)",Random,ContriteTfT,96,1323.6599665040496,1306.500047092429,0.445,0.45,200
"Power(100,0.5)",Random,Pavlov,96,1470.2000947504957,1302.3142954983746,0.445,0.485,200
"Power(100,0.5)",TfT,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,AllD,96,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",TfT,Random,96,1306.500047092429,1323.6599665040496,0.45,0.445,200
"Power(100,0.5)",TfT,TfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,SuspiciousTfT,96,1742.8368587068849,1730.3930543231104,0.5,0.5,200
"Power(100,0.5)",TfT,TFT2,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,Grim,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,GenerousTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,ContriteTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TfT,Pavlov,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",SuspiciousTfT,AllC,96,2378.7201943957366,2373.7201943957366,0.995,1.0,200
"Power(100,0.5)",SuspiciousTfT,AllD,96,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",SuspiciousTfT,Random,96,1301.235039472332,1313.394501207884,0.445,0.445,200
"Power(100,0.5)",SuspiciousTfT,TfT,96,1730.3930543231104,1742.8368587068849,0.5,0.5,200
"Power(100,0.5)",SuspiciousTfT,SuspiciousTfT,96,398.35633519175815,398.35633519175815,0.0,0.0,200
"Power(100,0.5)",SuspiciousTfT,TFT2,96,2378.7201943957366,2373.7201943957366,0.995,1.0,200
"Power(100,0.5)",SuspiciousTfT,Grim,96,407.1989204156197,407.3223957985995,0.005,0.005,200
"Power(100,0.5)",SuspiciousTfT,GenerousTfT,96,2358.3313834511196,2352.9606545623415,0.98,0.985,200
"Power(100,0.5)",SuspiciousTfT,ContriteTfT,96,1730.3930543231104,1742.8368587068849,0.5,0.5,200
"Power(100,0.5)",SuspiciousTfT,Pavlov,96,1191.777663121908,1200.1104071055206,0.335,0.335,200
"Power(100,0.5)",TFT2,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,AllD,96,402.1989204156197,412.3223957985995,0.01,0.0,200
"Power(100,0.5)",TFT2,Random,96,1167.2514028272703,1962.127739747172,0.68,0.445,200
"Power(100,0.5)",TFT2,TfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,SuspiciousTfT,96,2373.7201943957366,2378.7201943957366,1.0,0.995,200
"Power(100,0.5)",TFT2,TFT2,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,Grim,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,GenerousTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,ContriteTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",TFT2,Pavlov,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,AllD,96,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",Grim,Random,96,1479.7705288585303,299.73430828446203,0.005,0.445,200
"Power(100,0.5)",Grim,TfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,SuspiciousTfT,96,407.3223957985995,407.1989204156197,0.005,0.005,200
"Power(100,0.5)",Grim,TFT2,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,Grim,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,GenerousTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,ContriteTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Grim,Pavlov,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,AllD,96,398.861458018642,604.4208401211007,0.11,0.0,200
"Power(100,0.5)",GenerousTfT,Random,96,1293.54009435992,1521.570227821079,0.525,0.445,200
"Power(100,0.5)",GenerousTfT,TfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,SuspiciousTfT,96,2352.9606545623415,2358.3313834511196,0.985,0.98,200
"Power(100,0.5)",GenerousTfT,TFT2,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,Grim,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,GenerousTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,ContriteTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",GenerousTfT,Pavlov,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,AllD,96,400.29688776614455,405.29688776614455,0.005,0.0,200
"Power(100,0.5)",ContriteTfT,Random,96,1306.500047092429,1323.6599665040496,0.45,0.445,200
"Power(100,0.5)",ContriteTfT,TfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,SuspiciousTfT,96,1742.8368587068849,1730.3930543231104,0.5,0.5,200
"Power(100,0.5)",ContriteTfT,TFT2,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,Grim,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,GenerousTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,ContriteTfT,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",ContriteTfT,Pavlov,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,AllC,96,2379.6545157428654,2379.6545157428654,1.0,1.0,200
"Power(100,0.5)",Pavlov,AllD,96,274.77984416827394,1636.2461530657386,0.5,0.0,200
